url,name,street_address,city,state,zip,id,grades,type,students,rating,probation_status,asian,black,hispanic,white,other,low_income,diverse_learners,limited_english,mobility_rate,chronic_truancy
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609799,BELL,3730 N OAKLEY Ave,Chicago,IL,60618,609799,"K, 1, 2, 3, 4, 5, 6, 7, 8",Regional gifted center,961,Level 1+,Good Standing,0.1,0.03,0.18,0.6,0.1,0.13,0.12,0.04,0.07,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609922,BELMONT-CRAGIN,5252 W PALMER St,Chicago,IL,60639,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Small,575,Level 2+,Good Standing,0,0.04,0.92,0.03,0.01,0.92,0.14,0.68,0.07,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609800,BENNETT,10115 S PRAIRIE Ave,Chicago,IL,60628,609800,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,336,Level 1,Good Standing,0,0.98,0,0.01,0.01,0.96,0.08,0,0.22,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610350,BLACK,9101 S EUCLID Ave,Chicago,IL,60619,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,427,Level 2+,Good Standing,0,0.99,0.01,0,0,0.82,0.05,0.01,0.04,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609803,BLAINE,1420 W GRACE St,Chicago,IL,60613,609803,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,875,Level 1+,Good Standing,0.05,0.05,0.22,0.63,0.05,0.16,0.11,0.07,0.13,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610087,BLAIR,6751 W 63RD Pl,Chicago,IL,60638,,"PK, K, 1, 2",Special Education,170,Inability to Rate,Good Standing,0.01,0.14,0.68,0.16,0.01,0.62,0.87,0.45,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609698,BOGAN HS,3939 W 79TH St,Chicago,IL,60652,609698,"9, 10, 11, 12",Neighborhood,769,Level 2+,Provisional Support,0,0.5,0.49,0.01,0.01,0.92,0.23,0.09,0.19,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610238,BOND,7050 S MAY St,Chicago,IL,60621,610238,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,322,Level 2+,Good Standing,0,0.97,0.02,0.01,0,0.98,0.22,0.01,0.38,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609804,BOONE,6710 N WASHTENAW Ave,Chicago,IL,60645,609804,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,835,Level 1,Good Standing,0.25,0.08,0.45,0.21,0.01,0.92,0.12,0.48,0.16,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609815,BOUCHET,7355 S JEFFERY Blvd,Chicago,IL,60649,609815,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,605,Level 1+,Good Standing,0,0.99,0.01,0,0.01,0.99,0.16,0.01,0.33,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610323,BOWEN HS,2710 E 89TH St,Chicago,IL,60617,610323,"9, 10, 11, 12",Small,303,Level 2+,Good Standing,0,0.73,0.26,0,0.01,0.96,0.3,0.08,0.68,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609806,BRADWELL,7736 S BURNHAM Ave,Chicago,IL,60649,609806,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,630,Level 2,Intensive Support,0,0.98,0.01,0.01,0.01,0.99,0.13,0.02,0.53,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610242,BRENNEMANN,4251 N CLARENDON Ave,Chicago,IL,60613,610242,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,414,Level 1+,Good Standing,0.04,0.67,0.21,0.03,0.05,0.92,0.21,0.36,0.25,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609809,BRENTANO,2723 N FAIRFIELD Ave,Chicago,IL,60647,609809,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,461,Level 1,Good Standing,0,0.04,0.79,0.13,0.04,0.74,0.14,0.24,0.1,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609810,BRIDGE,3800 N NEW ENGLAND Ave,Chicago,IL,60634,609810,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1100,Level 1+,Good Standing,0.04,0.02,0.52,0.42,0.02,0.65,0.11,0.28,0.1,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609811,BRIGHT,10740 S CALHOUN Ave,Chicago,IL,60617,609811,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,302,Level 2+,Provisional Support,0,0.7,0.29,0.01,0,0.97,0.23,0.18,0.24,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610317,BRIGHTON PARK,3825 S WASHTENAW Ave,Chicago,IL,60632,610317,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,476,Level 1,Good Standing,0.02,0.02,0.94,0.02,0.01,0.96,0.09,0.38,0.1,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610381,BRONZEVILLE HS,4934 S WABASH Ave,Chicago,IL,60615,610381,"9, 10, 11, 12",Small,364,Level 2,Provisional Support,0.01,0.98,0.02,0,0,0.93,0.15,0.02,0.14,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609726,BROOKS HS,250 E 111TH St,Chicago,IL,60628,,"7, 8, 9, 10, 11, 12",Selective enrollment,916,Level 1+,Good Standing,0,0.82,0.16,0.01,0.01,0.73,0.06,0,0.03,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610091,BROWN R,12607 S UNION Ave,Chicago,IL,60628,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,356,Level 2,Provisional Support,0,1,0,0,0,0.96,0.12,0,0.47,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609812,BROWN W,54 N HERMITAGE Ave,Chicago,IL,60612,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,289,Level 2,Intensive Support,0,0.91,0.06,0.02,0.02,0.98,0.29,0.04,0.4,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609813,BROWNELL,6741 S MICHIGAN Ave,Chicago,IL,60637,609813,"K, 1, 2, 3, 4, 5, 6",Neighborhood,202,Level 2+,Good Standing,0,0.98,0.02,0,0.01,0.98,0.13,0.01,0.3,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609830,BRUNSON,932 N CENTRAL Ave,Chicago,IL,60651,609830,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,542,Level 1,Provisional Support,0,0.9,0.09,0,0.01,0.98,0.14,0.04,0.25,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609817,BUDLONG,2701 W FOSTER Ave,Chicago,IL,60625,609817,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,802,Level 1+,Good Standing,0.19,0.05,0.4,0.25,0.11,0.83,0.09,0.49,0.11,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609818,BURBANK,2035 N MOBILE Ave,Chicago,IL,60639,609818,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,944,Level 1+,Good Standing,0,0.07,0.9,0.02,0.01,0.95,0.13,0.4,0.13,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609819,BURKE,5356 S KING Dr,Chicago,IL,60615,609819,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,443,Level 2,Intensive Support,0,0.97,0.03,0.01,0.01,0.99,0.15,0.01,0.49,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609820,BURLEY,1630 W BARRY Ave,Chicago,IL,60657,609820,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,527,Level 1+,Good Standing,0.07,0.04,0.23,0.6,0.06,0.15,0.14,0.03,0.05,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609821,BURNHAM,9928 S CRANDON Ave,Chicago,IL,60617,609821,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,530,Level 2+,Good Standing,0,0.97,0.02,0,0,0.96,0.11,0.01,0.32,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609827,BURNSIDE,650 E 91ST Pl,Chicago,IL,60619,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,498,Level 1,Good Standing,0,0.96,0.03,0,0.01,0.79,0.12,0,0.13,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609828,BURR,1621 W WABANSIA Ave,Chicago,IL,60622,609828,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,446,Level 1+,Good Standing,0.03,0.09,0.45,0.39,0.05,0.40,0.11,0.14,0.1,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609829,BURROUGHS,3542 S WASHTENAW Ave,Chicago,IL,60632,609829,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,487,Level 1,Good Standing,0,0.01,0.95,0.03,0,0.92,0.12,0.37,0.2,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609832,BYRNE,5329 S OAK PARK Ave,Chicago,IL,60638,609832,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,663,Level 1,Good Standing,0,0.01,0.62,0.36,0.01,0.57,0.17,0.08,0.09,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609833,CALDWELL,8546 S CREGIER Ave,Chicago,IL,60617,609833,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,254,Level 2+,Good Standing,0,0.98,0,0,0.01,0.96,0.14,0.01,0.37,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610353,CALMECA,3456 W 38TH St,Chicago,IL,60632,610353,"K, 1, 2, 3, 4, 5, 6, 7, 8",Small,806,Level 1,Good Standing,0.01,0.01,0.97,0.01,0,0.90,0.13,0.55,0.11,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400147,CAMELOT - CHICAGO EXCEL HS,1257 W 111TH St,Chicago,IL,60643,400147,"9, 10, 11, 12",Citywide-Option,212,Level 1,Provisional Support,0,0.98,0.01,0,0.01,0.96,0.2,0.01,0.7,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610565,CAMELOT - EXCEL ENGLEWOOD HS,7141 S MORGAN,Chicago,IL,60621,610565,"9, 10, 11, 12",Citywide-Option,213,Level 1+,Good Standing,0,0.99,0.01,0,0,1.00,0.24,0,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400175,CAMELOT - EXCEL SOUTHSHORE HS,7530 S SOUTH SHORE Dr,Chicago,IL,60649,,"9, 10, 11, 12",Citywide-Option,183,Inability to Rate,Good Standing,0,0.96,0.02,0,0.02,0.93,0.22,0,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400176,CAMELOT - EXCEL SOUTHWEST HS,7014 S WASHTENAW Ave,Chicago,IL,60629,400176,"9, 10, 11, 12",Citywide-Option,209,Level 2+,Good Standing,0,0.9,0.08,0,0.03,0.95,0.25,0.01,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610584,CAMELOT SAFE - GARFIELD ES,230 N KOLMAR Ave,Chicago,IL,60624-212,,"6, 7, 8",Citywide-Option,13,Level 2+,Good Standing,0,0.77,0.23,0,0,1.00,0.39,0,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610585,CAMELOT SAFE - GARFIELD HS,230 N KOLMAR Ave,Chicago,IL,60624-212,610585,"9, 10, 11, 12",Citywide-Option,22,Level 2+,Good Standing,0,0.94,0.06,0,0,1.00,0.38,0,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610572,CAMELOT SAFE ES,7877 S COLES Ave,Chicago,IL,60649,,"4, 5, 6, 7, 8",Citywide-Option,16,Level 1,Not Applicable,0,0.82,0.18,0,0,1.00,0.12,0,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610573,CAMELOT SAFE HS,7877 S COLES Ave,Chicago,IL,60649,610573,"9, 10, 11, 12",Citywide-Option,15,Level 1,Not Applicable,0,1,0,0,0,1.00,0.29,0,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609835,CAMERON,1234 N MONTICELLO Ave,Chicago,IL,60651,609835,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,774,Level 1,Good Standing,0,0.28,0.71,0.01,0.01,0.99,0.15,0.27,0.28,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610539,CAMRAS,3000 N MANGO Ave,Chicago,IL,60634,610539,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,978,Level 2+,Good Standing,0.02,0.01,0.89,0.06,0.01,0.89,0.13,0.38,0.13,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609836,CANTY,3740 N PANAMA Ave,Chicago,IL,60634,609836,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,873,Level 1+,Good Standing,0.04,0.01,0.4,0.52,0.03,0.50,0.12,0.2,0.09,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610024,CARDENAS,2345 S MILLARD Ave,Chicago,IL,60623,610024,"K, 1, 2, 3",Neighborhood,612,Level 1+,Good Standing,0,0.03,0.95,0,0.01,0.97,0.14,0.54,0.19,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400038,CAREER ACADEMY,8 W ROOT St,Chicago,IL,60609-293,,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Contract,0,Inability to Rate,Provisional Support,,,,,,,,,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609837,CARNEGIE,1414 E 61ST Pl,Chicago,IL,60637,609837,"K, 1, 2, 3, 4, 5, 6, 7, 8",Regional gifted center,638,Level 1,Good Standing,0,0.98,0.01,0.01,0,0.8,0.09,0,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609839,CARROLL,2929 W 83RD St,Chicago,IL,60652,609839,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,494,Level 2+,Good Standing,0,0.94,0.05,0,0,0.85,0.16,0.01,0.26,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609842,CARSON,5516 S MAPLEWOOD Ave,Chicago,IL,60629,609842,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1078,Level 1,Good Standing,0,0.03,0.96,0,0.01,0.96,0.08,0.55,0.14,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609844,CARTER,5740 S MICHIGAN Ave,Chicago,IL,60637,609844,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,410,Level 1+,Intensive Support,0,0.98,0.02,0,0,0.99,0.1,0,0.42,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609845,CARVER G,901 E 133RD Pl,Chicago,IL,60827,609845,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,509,Level 2,Intensive Support,0,0.99,0.01,0,0,0.98,0.11,0,0.25,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609760,CARVER MILITARY HS,13100 S DOTY Ave,Chicago,IL,60627,609760,"9, 10, 11, 12",Military academy,493,Level 1,Good Standing,0,0.41,0.58,0.01,0,0.91,0.06,0.03,0.04,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610021,CASALS,3501 W POTOMAC Ave,Chicago,IL,60651,610021,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,445,Level 1+,Intensive Support,0,0.45,0.54,0.01,0,0.96,0.11,0.21,0.18,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609849,CASSELL,11314 S SPAULDING Ave,Chicago,IL,60655,609849,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,416,Level 2+,Good Standing,0.01,0.11,0.15,0.7,0.03,0.2,0.19,0.03,0.08,
